,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
260,0.225582197675746,0.0460586409373503,0.241209455744915,0.226739967014843,0.250599230346344,0.0238592633315008,3.57731238527009,18.3915071700676,0.846240249506615,0.119672876853513,0.241671247938428,0.225582197675746,0.126859663454101,0.0549828178694158,0.266666666666667,0.3459375,0.2421875,1.2890625,1.046875,0.0804672290720311,male
280,0.165367601515744,0.0749772095506551,0.190579268292683,0.105960365853659,0.226432926829268,0.12047256097561,12.138918463197,328.195981787402,0.946306329126673,0.620250271806845,0,0.165367601515744,0.118108981567737,0.03125,0.262295081967213,0.523026315789474,0.0078125,3.515625,3.5078125,0.18652561247216,male
300,0.198693671926771,0.0466557600599751,0.199560278490289,0.162828875045804,0.243165994869916,0.0803371198241114,1.65387118131375,6.45428840331366,0.909938646075064,0.10273157543702,0.164880908757787,0.198693671926771,0.147039823913837,0.0559440559440559,0.25,0.8181640625,0.0078125,5.5078125,5.5,0.168689738292011,male
320,0.153218480112319,0.0608564729953674,0.163137852246763,0.0989489718202589,0.2004569687738,0.101507996953542,4.14750577064716,23.8069279366752,0.895638538283259,0.480388647314088,0.2004569687738,0.153218480112319,0.0977494112667422,0.036101083032491,0.212765957446809,0.692894345238095,0.205078125,3.916015625,3.7109375,0.140789473684211,male
340,0.147733873983304,0.065073232730454,0.128972243060765,0.0964141035258815,0.198919729932483,0.102505626406602,3.42514608668657,17.8192021854582,0.913546921146429,0.531077310659546,0.0928432108027007,0.147733873983304,0.100199952426693,0.01953125,0.204081632653061,0.628773082386364,0.0439453125,3.359375,3.3154296875,0.219955817378498,male
360,0.16775566316893,0.0703381924075127,0.175250198570294,0.114535345512311,0.229293089753773,0.114757744241461,1.19700327435614,4.29473426098672,0.958008000720774,0.693904620396786,0.202382843526608,0.16775566316893,0.107117011426249,0.0188679245283019,0.2,0.69828869047619,0.0390625,4.109375,4.0703125,0.0949136276391555,male
380,0.191695425829813,0.0589975813083931,0.207515657620042,0.140292275574113,0.240835073068894,0.100542797494781,1.21715128699643,4.13662607852239,0.911917065498183,0.394776504587145,0.211022964509395,0.191695425829813,0.11274357532766,0.0606060606060606,0.146788990825688,1.31550480769231,0.21875,4.59375,4.375,0.346130952380952,male
400,0.160362608300531,0.0785124611807481,0.163829787234043,0.105,0.230602836879433,0.125602836879433,1.28438489962281,5.05484298522183,0.970191936612752,0.773891916235202,0.217198581560284,0.160362608300531,0.114170155830914,0.0231884057971014,0.275862068965517,0.686491935483871,0.0234375,4.3515625,4.328125,0.197111913357401,male
420,0.17645705803422,0.0777643995616963,0.204635514018692,0.121943925233645,0.245981308411215,0.12403738317757,1.82134154501444,5.60428288271136,0.930795246813965,0.627398120806034,0.242841121495327,0.17645705803422,0.116569388019306,0.0199004975124378,0.20253164556962,0.880022321428571,0.125,4.953125,4.828125,0.263629574309186,male
440,0.186511164867291,0.0748680240658423,0.207727975270479,0.128098918083462,0.251437403400309,0.123338485316847,1.67135249085773,6.05899622734024,0.942480479544162,0.640310785495148,0.27047913446677,0.186511164867291,0.118449277639622,0.0160804020100502,0.225352112676056,0.890190972222222,0.1875,4.46875,4.28125,0.199012451696007,male
460,0.128093693012867,0.0676900206149411,0.113769751693002,0.079849510910459,0.178871331828442,0.0990218209179834,2.10220276555198,10.1588051041311,0.965489713395149,0.757001344523677,0.110820165537998,0.128093693012867,0.110586381355147,0.0158415841584158,0.258064516129032,0.0652721774193548,0.0078125,0.1328125,0.125,0.155,male
480,0.153327066015167,0.0740621399401722,0.151170212765957,0.0893617021276596,0.219122340425532,0.129760638297872,1.22826751862997,4.50622277885569,0.96354909183806,0.714370628487325,0.219122340425532,0.153327066015167,0.127703404254037,0.0173724212812161,0.238805970149254,1.916875,0.1171875,6.1015625,5.984375,0.378827438879658,male
500,0.212619816910248,0.0498330124454601,0.226058543226685,0.163921034717495,0.256364874063989,0.0924438393464942,1.27722422441766,4.12783208005939,0.906782556712433,0.180812811402642,0.238447923757658,0.212619816910248,0.119024042212344,0.0204865556978233,0.238805970149254,0.671875,0.0078125,5.90625,5.8984375,0.124797645327447,male
520,0.148932668273374,0.0716973936400148,0.143202033036849,0.0933926302414231,0.203506988564168,0.110114358322745,1.82755485894046,7.77871608753831,0.96397016866267,0.724889640085969,0.0951715374841169,0.148932668273374,0.0907956303400022,0.0212765957446809,0.266666666666667,0.474537037037037,0.0078125,4.7734375,4.765625,0.153901639344262,male
540,0.141017301322047,0.0876063289434443,0.139022222222222,0.0938666666666667,0.217244444444444,0.123377777777778,30.8227552437401,1022.06411967595,0.844112969195515,0.439875027373052,0,0.141017301322047,0.0716100805183796,0.015984015984016,0.219178082191781,0.0078125,0.0078125,0.0078125,0,0,male
560,0.143503898029187,0.0733339100011905,0.150425531914894,0.0863829787234043,0.197712765957447,0.111329787234043,3.58600908016407,28.3466148099422,0.96151708122716,0.734525065903092,0.0599468085106383,0.143503898029187,0.0904720135966407,0.0174482006543075,0.235294117647059,0.462015086206897,0.0078125,2.3359375,2.328125,0.203020134228188,male
580,0.194226393735971,0.0653370998680877,0.203145103645461,0.137698355968549,0.258384560400286,0.120686204431737,3.68761291996442,23.8706802993746,0.902564584830776,0.41745110047817,0.258784846318799,0.194226393735971,0.126885305901094,0.0334728033472803,0.172043010752688,0.645833333333333,0.140625,6.3125,6.171875,0.0246835443037975,male
600,0.169736246982977,0.0590587449949564,0.179654255319149,0.118776595744681,0.22061170212766,0.101835106382979,3.38653692316821,19.0107050069427,0.892121333192172,0.336294751456163,0,0.169736246982977,0.125937250893186,0.0184331797235023,0.275862068965517,0.140625,0.0078125,0.5546875,0.546875,0.211059907834101,male
620,0.165146872051729,0.0706951600459867,0.177700787401575,0.110456692913386,0.226425196850394,0.115968503937008,1.26026274063901,4.1101707637086,0.958910214036713,0.677621877903581,0.12192125984252,0.165146872051729,0.110622698335845,0.032258064516129,0.266666666666667,0.24453125,0.0078125,0.5234375,0.515625,0.4688995215311,male
640,0.156032242057394,0.0781288984143344,0.14353132628153,0.105484133441823,0.228966639544345,0.123482506102522,1.35053327666183,4.76779793069914,0.96007747651232,0.716881984427837,0.124393816110659,0.156032242057394,0.111527993781422,0.0178571428571429,0.25,0.656828703703704,0.0078125,5.0546875,5.046875,0.109391124871001,male
660,0.161332549947524,0.0781503032171589,0.167222222222222,0.108202614379085,0.22921568627451,0.121013071895425,1.08839054910386,4.4023504710127,0.957529971663216,0.678299138357094,0,0.161332549947524,0.124321809201093,0.0213618157543391,0.253968253968254,0.500651041666667,0.0078125,4.7109375,4.703125,0.140546006066734,male
680,0.156240401651651,0.0637870483256134,0.172761310452418,0.0958814352574103,0.194602184087363,0.0987207488299532,2.93127734530267,13.6081398321396,0.888508625486886,0.377500990031374,0.0919500780031201,0.156240401651651,0.098262723616204,0.0427350427350427,0.217391304347826,0.425914417613636,0.029296875,0.791015625,0.76171875,0.854700854700855,male
700,0.154292082480072,0.0593072363192182,0.157556270096463,0.0990353697749196,0.200546623794212,0.101511254019293,3.54832345222027,18.1834053273398,0.8923885265235,0.426589787445594,0.101511254019293,0.154292082480072,0.0984899979063445,0.0458715596330275,0.105263157894737,0.525483630952381,0.09765625,1.0400390625,0.9423828125,0.728497409326425,male
720,0.155586912569314,0.060044654275857,0.161151079136691,0.101167066346922,0.206810551558753,0.105643485211831,2.45880644930912,9.9400058044344,0.905334441202764,0.42937442766349,0.102509992006395,0.155586912569314,0.100835322337161,0.0408163265306122,0.227272727272727,0.373651413690476,0.1025390625,0.83984375,0.7373046875,0.469205298013245,male
740,0.157276533659177,0.0622670386071284,0.172053872053872,0.0994612794612795,0.200808080808081,0.101346801346801,1.71603995579832,5.88554838642205,0.933378039005348,0.608263588339007,0.0975757575757576,0.157276533659177,0.0882465984746555,0.0185185185185185,0.131147540983607,0.177604166666667,0.09375,0.28125,0.1875,0.273809523809524,male
760,0.171958806992102,0.058045296614113,0.179304812834225,0.116042780748663,0.217860962566845,0.101818181818182,2.074881526119,9.85541264540866,0.93005850289595,0.477425903636134,0.213368983957219,0.171958806992102,0.095896396303986,0.0358744394618834,0.225352112676056,0.68984375,0.1015625,3.671875,3.5703125,0.174248531613498,male
780,0.16484856797824,0.058071906922429,0.1788,0.1034,0.2054,0.102,1.74830253537319,6.57906088581157,0.925695580079685,0.412915476497209,0.1796,0.16484856797824,0.0928662238463288,0.0167539267015707,0.166666666666667,0.301432291666667,0.0390625,3.6484375,3.609375,0.0812961548255666,male
800,0.161859039432101,0.0638076532613547,0.170709078860172,0.110033134526176,0.216726308813784,0.106693174287608,1.59564756791528,5.70279669311742,0.947075537619299,0.631759223551687,0.0940755467196819,0.161859039432101,0.0963956875447755,0.0227272727272727,0.210526315789474,0.5451171875,0.0390625,3.7890625,3.75,0.215277777777778,male
820,0.190270482243448,0.0609602467040702,0.194973821989529,0.133403141361257,0.243839441535777,0.11043630017452,0.807525863448085,2.96350536358825,0.931159988850115,0.435852363043887,0.182268760907504,0.190270482243448,0.12962362954261,0.0469667318982388,0.272727272727273,1.01677389705882,0.0234375,6.84375,6.8203125,0.0910016545755377,male
840,0.17234934624112,0.064658574470463,0.187145299145299,0.105299145299145,0.209641025641026,0.10434188034188,1.80104639304496,5.72480039797433,0.919737054466687,0.52976072733864,0.0952478632478632,0.17234934624112,0.121944563826663,0.0469667318982388,0.275862068965517,1.34794207317073,0.0234375,6.984375,6.9609375,0.132951132951133,male
860,0.167731743845343,0.0662247826771547,0.171886120996441,0.112597864768683,0.225195729537367,0.112597864768683,0.82298146876995,3.10328242702249,0.953210082694258,0.634647974239681,0.173380782918149,0.167731743845343,0.126106862901397,0.0480961923847695,0.27906976744186,0.813616071428571,0.0234375,6.0234375,6,0.123383620689655,male
880,0.186891409480762,0.0659083174849609,0.21989898989899,0.127626262626263,0.241818181818182,0.114191919191919,2.02595126227797,6.65773057710249,0.906023373293983,0.455339410028498,0.232272727272727,0.186891409480762,0.131759210661705,0.0488798370672098,0.277456647398844,0.65625,0.0234375,8.4375,8.4140625,0.0555917738398625,male
900,0.183464658860282,0.0743383228624144,0.18910277324633,0.129265905383361,0.253964110929853,0.124698205546493,1.71073935201658,5.77009800371573,0.945124150667731,0.630812661571857,0.266296900489396,0.183464658860282,0.154437032848234,0.0476190476190476,0.269662921348315,0.927688953488372,0.0234375,5.3203125,5.296875,0.144271075919888,male
920,0.191373789767146,0.0600522063814988,0.18247191011236,0.138426966292135,0.250505617977528,0.112078651685393,1.60976674548444,5.69545610634611,0.899939920224827,0.34507918892506,0.134101123595506,0.191373789767146,0.136617469476727,0.0471050049067713,0.274285714285714,0.683254076086957,0.0234375,2.90625,2.8828125,0.1588492808005,male
940,0.19335729293592,0.0601015749444999,0.219110378912685,0.132388797364086,0.245403624382208,0.113014827018122,1.47377997450185,5.0990562306041,0.895910918005531,0.290760817273228,0.232948929159802,0.19335729293592,0.126699418063276,0.0489296636085627,0.277456647398844,1.20295516304348,0.0234375,5.6953125,5.671875,0.158274072650394,male
960,0.191023797182976,0.059708573390293,0.212926045016077,0.128295819935691,0.24443729903537,0.116141479099678,1.94987634143464,7.06109890713714,0.889086848044355,0.302065579156273,0.239485530546624,0.191023797182976,0.130176668114037,0.0480961923847695,0.277456647398844,1.39860733695652,0.0234375,5.484375,5.4609375,0.191804618843245,male
980,0.186100908995792,0.0574075611064739,0.181386861313869,0.13029197080292,0.238102189781022,0.107810218978102,1.18795434730948,3.83677711710143,0.90465608375256,0.315566613198092,0.127737226277372,0.186100908995792,0.135410200851915,0.0496894409937888,0.27906976744186,1.53966346153846,0.0234375,6.4453125,6.421875,0.10390725633319,male
1000,0.180528666919559,0.0619156043893631,0.189576059850374,0.131271820448878,0.225187032418953,0.0939152119700748,1.57894486564555,5.90202663699827,0.934765303588356,0.538900077752452,0.189576059850374,0.180528666919559,0.120585944962742,0.0469208211143695,0.275862068965517,1.31854838709677,0.0234375,9.234375,9.2109375,0.124857418618935,male
1020,0.197889211754656,0.0587051423265442,0.21190332326284,0.136616314199396,0.249969788519637,0.113353474320242,1.42140747748197,4.89669556992579,0.913792998537591,0.32895408963408,0.260543806646526,0.197889211754656,0.122495830251038,0.0484848484848485,0.27906976744186,0.903941761363636,0.0234375,6.3984375,6.375,0.074109907120743,male
1040,0.185771053009464,0.0578330742247451,0.190595065312046,0.143047895500726,0.229608127721335,0.0865602322206096,1.77185461613855,7.49220529734899,0.925754701162847,0.482850865926171,0.220261248185776,0.185771053009464,0.1371891845231,0.0469208211143695,0.275862068965517,1.46658909574468,0.0234375,6.421875,6.3984375,0.117662824979898,male
1060,0.192557516560531,0.055986509941787,0.211376701966717,0.133434190620272,0.232556732223903,0.0991225416036308,1.64608656783778,5.49493810952926,0.903143189858483,0.330880392394512,0.231709531013616,0.192557516560531,0.133929239710292,0.0477611940298507,0.272727272727273,1.14270833333333,0.0234375,8.015625,7.9921875,0.0999213217938631,male
1080,0.189873604929207,0.0589418890269836,0.197333333333333,0.139733333333333,0.251733333333333,0.112,1.68703215420357,6.72052071394895,0.913218529240313,0.367183863699963,0.2576,0.189873604929207,0.111458066311267,0.048,0.27906976744186,0.888338414634146,0.0234375,3.9609375,3.9375,0.166666666666667,male
1100,0.198308114475338,0.0604827126229509,0.220634390651085,0.137429048414023,0.253823038397329,0.116393989983306,1.43862015414803,5.0026587920033,0.903695405256157,0.321622017648321,0.255225375626043,0.198308114475338,0.135739589668313,0.0504201680672269,0.275862068965517,1.00563226744186,0.0234375,4.21875,4.1953125,0.190660363844721,male
1120,0.176626656596287,0.0564499376934987,0.164266666666667,0.148088888888889,0.210725925925926,0.062637037037037,2.59125806241802,10.9546478592255,0.900119369008554,0.455424409054275,0.158874074074074,0.176626656596287,0.145812551688894,0.0491299897645855,0.277456647398844,1.84889914772727,0.0234375,8.8828125,8.859375,0.15297619047619,male
1140,0.188421839621177,0.0648718090227847,0.170708117443869,0.1373402417962,0.255336787564767,0.117996545768566,1.84406674601426,6.10431612463857,0.90238509416908,0.443069249867834,0.148946459412781,0.188421839621177,0.144218438826722,0.0502092050209205,0.277456647398844,0.967797256097561,0.0234375,8.4609375,8.4375,0.058406432748538,male
1160,0.193110372860093,0.0593152760169649,0.196271844660194,0.138640776699029,0.251184466019417,0.112543689320388,1.15817553586011,3.4868441618739,0.898032879439814,0.326584499730372,0.251184466019417,0.193110372860093,0.130075334977584,0.0483870967741936,0.275862068965517,0.589638157894737,0.0234375,4.7578125,4.734375,0.0874115983026874,male
1180,0.210838698317736,0.0637733285556646,0.24884012539185,0.139122257053292,0.267711598746082,0.12858934169279,2.30958942080739,7.91601766565973,0.835210729705453,0.196290862545248,0.268150470219436,0.210838698317736,0.130532090381233,0.047713717693837,0.266666666666667,2.090625,0.1640625,18.2578125,18.09375,0.0939389032815199,male
1200,0.198218184038285,0.0603694532865518,0.194858934169279,0.137805642633229,0.258056426332288,0.12025078369906,2.58701945739938,12.2381224549468,0.857448120823335,0.217783012253432,0.258495297805643,0.198218184038285,0.130345111556851,0.0537513997760358,0.27906976744186,0.552379261363636,0.0234375,1.7109375,1.6875,0.144444444444444,male
1220,0.189172238176716,0.0573215075617022,0.16465671641791,0.142925373134328,0.254925373134328,0.112,1.61268181931688,4.6766415086968,0.873848245787385,0.243626984973453,0.263283582089552,0.189172238176716,0.132000651617652,0.0471050049067713,0.27906976744186,0.52171875,0.0234375,2.15625,2.1328125,0.0977564102564103,male
1240,0.17213011046776,0.0521221920883277,0.169406392694064,0.137442922374429,0.207442922374429,0.07,1.08993392836199,3.99647242263763,0.932482211407518,0.466362753063684,0.148630136986301,0.17213011046776,0.129676972964378,0.0471050049067713,0.27906976744186,0.925117924528302,0.0234375,4.3828125,4.359375,0.131541218637993,male
1260,0.18228219620958,0.0630299583689097,0.199111111111111,0.121955555555556,0.236859259259259,0.114903703703704,1.48795537734255,5.00603544408938,0.913945499250233,0.431141901007513,0.113244444444444,0.18228219620958,0.121879962179566,0.0479041916167665,0.277456647398844,1.37533244680851,0.0234375,9.3515625,9.328125,0.0984685331419,male
1280,0.176248964060738,0.0764773078627566,0.189526462395543,0.118161559888579,0.251532033426184,0.133370473537604,2.2588212138127,9.38460398184491,0.940659365910294,0.584654060698305,0.258161559888579,0.176248964060738,0.130734531919769,0.048,0.27906976744186,0.4640625,0.0234375,3.0703125,3.046875,0.0674825174825175,male
1300,0.184000023027379,0.0570156179684604,0.202792321116928,0.12020942408377,0.223804537521815,0.103595113438045,1.46294805399342,4.52499491142055,0.894354713494588,0.295874700457216,0.208656195462478,0.184000023027379,0.117887015645178,0.048,0.27906976744186,0.790178571428571,0.0234375,5.109375,5.0859375,0.0721135882426205,male
1320,0.197826350977628,0.0616526908198273,0.221027397260274,0.136164383561644,0.241164383561644,0.105,1.7196632709057,5.77852548136849,0.905622039035767,0.441122077483721,0.232054794520548,0.197826350977628,0.12495727589051,0.0475718533201189,0.275862068965517,1.016015625,0.0234375,6.6328125,6.609375,0.117647058823529,male
1340,0.1905780035552,0.0597165204399826,0.190746812386157,0.151985428051002,0.242258652094718,0.0902732240437159,2.72730056929036,13.7102136033714,0.901149612621693,0.370873883295944,0.186666666666667,0.1905780035552,0.11813951944495,0.0471976401179941,0.27906976744186,1.262109375,0.0234375,4.7578125,4.734375,0.194908062234795,male
1360,0.20588761059488,0.0588832151380428,0.232244165170557,0.14326750448833,0.255870736086176,0.112603231597846,1.8046040466311,5.85724202138814,0.88466147006721,0.277205990807619,0.26491921005386,0.20588761059488,0.122735170768362,0.0471512770137525,0.27906976744186,1.15925480769231,0.0234375,6,5.9765625,0.106644880174292,male
1380,0.199103909607504,0.0559710312242826,0.223582089552239,0.148880597014925,0.245,0.0961194029850746,1.66579502849543,6.58991865553028,0.894649999708571,0.308210898265808,0.23089552238806,0.199103909607504,0.130840345388896,0.0469667318982388,0.27906976744186,0.732730263157895,0.0234375,3.65625,3.6328125,0.110459433040078,male
1400,0.202778709922699,0.0613358387479008,0.223639291465378,0.138872785829308,0.261513687600644,0.122640901771337,1.38608392040131,4.02169012359184,0.895436819761712,0.299409147314616,0.273236714975845,0.202778709922699,0.137598862240428,0.0505263157894737,0.277456647398844,1.177734375,0.0234375,8.8359375,8.8125,0.104873490511788,male
1420,0.177653891480206,0.0607554194442274,0.17844262295082,0.138852459016393,0.230081967213115,0.0912295081967213,1.4673514986464,5.73511415360472,0.927167465316951,0.485663302118101,0.17155737704918,0.177653891480206,0.133118670814,0.049792531120332,0.27906976744186,0.872544642857143,0.0234375,4.5703125,4.546875,0.171552835051546,male
1440,0.180574897987315,0.0611959812910695,0.177742946708464,0.140877742946708,0.239184952978056,0.0983072100313479,1.4934074632174,5.26228651708105,0.921910478074954,0.451184026963994,0.170721003134796,0.180574897987315,0.119901795738989,0.0483383685800604,0.277456647398844,1.27455357142857,0.0234375,4.4296875,4.40625,0.187943262411348,male
1460,0.189499818387293,0.0618686365712536,0.18744966442953,0.16255033557047,0.246644295302013,0.0840939597315436,1.29680577631305,4.22381961436819,0.916869256904784,0.42628006187782,0.17006711409396,0.189499818387293,0.118027147878751,0.0475718533201189,0.277456647398844,0.6375,0.0234375,4.359375,4.3359375,0.128992628992629,male
1480,0.220205980777017,0.0575793417853714,0.240323182100684,0.18272218769422,0.262771908017402,0.0800497203231821,2.2661447975452,8.03824705229895,0.893987561937394,0.387574484201972,0.270254816656308,0.220205980777017,0.143267232472844,0.0226308345120226,0.266666666666667,1.36226851851852,0.03125,6.7578125,6.7265625,0.213704994192799,male
1500,0.16535515401663,0.0678403115384427,0.180034662045061,0.104090121317158,0.216672443674177,0.112582322357019,1.34929742762495,4.43180809839604,0.952073596155126,0.670601730479805,0.0992374350086655,0.16535515401663,0.102129696580251,0.0704845814977973,0.130081300813008,0.3171875,0.1015625,0.7109375,0.609375,0.32967032967033,male
1520,0.16467990146368,0.0763622249489557,0.148494382022472,0.115775280898876,0.235640449438202,0.119865168539326,3.34606397543792,25.222217412039,0.92212395972176,0.544226797425158,0,0.16467990146368,0.123072620468879,0.0304761904761905,0.253968253968254,0.134765625,0.0078125,0.5234375,0.515625,0.343434343434343,male
1540,0.157540561620273,0.0589710940990519,0.143995243757432,0.106872770511296,0.213412604042806,0.10653983353151,3.30324590550178,17.4922831524905,0.904402707028252,0.410960537420805,0.109536266349584,0.157540561620273,0.102548630061472,0.0298507462686567,0.204081632653061,0.52978515625,0.107421875,0.859375,0.751953125,0.432998819362456,male
1560,0.162745367112581,0.0631248797109371,0.131224370240187,0.115805506736965,0.228330404217926,0.112524897480961,3.15221190014874,15.1480473887313,0.908887789992296,0.435065491552549,0.114985354422964,0.162745367112581,0.115769044211078,0.0606060606060606,0.204081632653061,0.381708559782609,0.0830078125,1.1865234375,1.103515625,0.271017699115044,male
1580,0.164134558615824,0.0602303119888813,0.171908585546634,0.108091414453366,0.219122915379864,0.111031500926498,2.95429569649658,14.3336816595978,0.901312454900686,0.385642297325426,0.106707844348363,0.164134558615824,0.10419209799048,0.0133689839572193,0.222222222222222,0.429144965277778,0.0048828125,0.7958984375,0.791015625,0.554320987654321,male
1600,0.160883839741457,0.0881241389982966,0.205148514851485,0.0606820682068207,0.23040704070407,0.16972497249725,1.63337671266008,5.67361436300825,0.935653189589784,0.569032522570285,0.232255225522552,0.160883839741457,0.198198993482187,0.0617760617760618,0.275862068965517,0.741145833333333,0.0078125,3.96875,3.9609375,0.293181177796562,female
1620,0.187582879331143,0.0690758178982037,0.209107468123862,0.183096539162113,0.226193078324226,0.0430965391621129,9.50744650042002,150.626698203425,0.873961935114061,0.378077859400367,0.0499817850637523,0.187582879331143,0.15936348245009,0.0182648401826484,0.266666666666667,0.165104166666667,0.0546875,0.640625,0.5859375,0.315402298850575,female
1640,0.183205764054084,0.0611482645131432,0.199939804364184,0.162648607975922,0.221218961625282,0.0585703536493604,2.07597907471876,7.60928720308102,0.930927739913104,0.572448570226821,0.200571858540256,0.183205764054084,0.184876255337453,0.0199750312109863,0.262295081967213,0.3215625,0.0078125,3.5390625,3.53125,0.0950365525202001,female
1660,0.158417240622193,0.0811997658607082,0.187642956764296,0.0855230125523013,0.21907949790795,0.133556485355649,1.81703041891839,7.23816831389787,0.955926841331088,0.698465999925701,0.198382147838215,0.158417240622193,0.19275415744889,0.0625,0.262295081967213,0.3590625,0.03125,0.921875,0.890625,0.315026697177727,female
1680,0.17060355873721,0.0647575580464278,0.190760233918129,0.1364522417154,0.21504873294347,0.0785964912280702,6.73412453582764,85.617624149206,0.909245291551902,0.570766068863891,0.0502144249512671,0.17060355873721,0.117017894939805,0.0166666666666667,0.275862068965517,0.108537946428571,0.0546875,0.2890625,0.234375,0.25679012345679,female
1700,0.183064351012978,0.0791043920748582,0.210642201834862,0.175779816513761,0.232660550458716,0.0568807339449541,2.55609681166817,12.0862121224571,0.910705373023853,0.477903499624294,0.0502752293577982,0.183064351012978,0.164945298788678,0.0176211453744493,0.271186440677966,0.213541666666667,0.0546875,0.6796875,0.625,0.30375,female
1720,0.141404114569182,0.0648167091960256,0.147186484730344,0.128265107212476,0.165743989603639,0.0374788823911631,3.11301432771472,14.5400196663225,0.908986044461427,0.51698546711136,0.147368421052632,0.141404114569182,0.0919118518043564,0.0156402737047898,0.228571428571429,0.0848214285714286,0.0078125,0.1796875,0.171875,0.198447893569845,female
