,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
100,0.119976655984898,0.0814706483757461,0.10989247311828,0.0602150537634409,0.192688172043011,0.13247311827957,22.4008659515681,560.122789276745,0.854878206272153,0.505371008993446,0,0.119976655984898,0.0812011733623509,0.0157946692991115,0.262295081967213,0.0078125,0.0078125,0.0078125,0,0,male
110,0.16635344904948,0.0624398466349508,0.149581205311542,0.120122574055158,0.229090909090909,0.108968335035751,1.76284490682544,6.11098092268615,0.927752864936545,0.482046843598076,0.1141164453524,0.16635344904948,0.113943951082064,0.0174291938997821,0.156862745098039,0.163671875,0.0703125,0.4453125,0.375,0.261574074074074,male
120,0.164801331547495,0.0705586179864006,0.175711060948081,0.0954401805869074,0.226907449209932,0.131467268623025,18.8496032174265,459.517292194584,0.920293747487634,0.525147427249035,0.0600451467268623,0.164801331547495,0.0860937765343267,0.0163432073544433,0.271186440677966,0.0703125,0.0703125,0.0703125,0,0,male
130,0.200814727715791,0.0538001824871568,0.220239361702128,0.155452127659574,0.242579787234043,0.0871276595744681,1.74336140276184,7.19120024076145,0.916001726349753,0.301161353915622,0.222473404255319,0.200814727715791,0.116122397738288,0.0186697782963827,0.266666666666667,0.956473214285714,0.1953125,4.2890625,4.09375,0.177798982188295,male
140,0.113315912996052,0.0778882144353908,0.104962243797195,0.04319309600863,0.181531823085221,0.138338727076591,1.39877551714029,5.02412863188488,0.965298571530438,0.738214716709712,0.00407766990291262,0.113315912996052,0.0998460070808435,0.0192771084337349,0.235294117647059,0.328354779411765,0.0078125,4.5703125,4.5625,0.126933274414494,male
150,0.105873230585693,0.0897553801744404,0.0972455089820359,0.0158083832335329,0.189700598802395,0.173892215568862,24.2676926680124,678.33535533089,0.906791397160047,0.61251453530912,0,0.105873230585693,0.102800059248347,0.0166493236212279,0.271186440677966,0.0205078125,0.0078125,0.3984375,0.390625,0.0670967741935484,male
160,0.163180093857141,0.0680445443700644,0.177170542635659,0.0999806201550388,0.21718992248062,0.117209302325581,21.5797049582085,598.392640342213,0.926462223185514,0.534101516557971,0.0600968992248062,0.163180093857141,0.0717911154791343,0.0163766632548618,0.258064516129032,0.0904605263157895,0.0703125,0.6953125,0.625,0.0549107142857143,male
170,0.150704948721652,0.0871271451441164,0.174299332697807,0.0696663489037178,0.226081982840801,0.156415633937083,2.60395083125914,22.3288989439353,0.969287136171825,0.781729344357442,0.0501811248808389,0.150704948721652,0.109991594367478,0.017259978425027,0.266666666666667,1.24095394736842,0.0078125,5.5625,5.5546875,0.332395686826067,male
180,0.13729500881056,0.0652833492174039,0.112982456140351,0.0864197530864197,0.190669265756985,0.104249512670565,2.91601408065064,13.827785020921,0.933476838450819,0.57229133916005,0.0835087719298246,0.13729500881056,0.108234304205697,0.0396039603960396,0.271186440677966,0.663802083333333,0.078125,4.65625,4.578125,0.180593150523714,male
190,0.128461597215403,0.0770235939067617,0.127477840451249,0.0622723609991942,0.178468976631749,0.116196615632554,1.40488967253423,5.84892713164508,0.975386936344593,0.822586636095808,0.127703464947623,0.128461597215403,0.127453139086205,0.0156709108716944,0.275862068965517,0.118990384615385,0.0078125,0.53125,0.5234375,0.159203980099502,male
200,0.145027257360602,0.0802440267257515,0.158185208203853,0.0803977625854568,0.20969546302051,0.129297700435053,1.46229742741104,5.37188805447278,0.970477511499434,0.787403399972076,0.021230577998757,0.145027257360602,0.0934669637191,0.016016016016016,0.275862068965517,1.2483428030303,0.0078125,6.3203125,6.3125,0.291999361226445,male
210,0.14919217323046,0.0831248508485519,0.153562731604023,0.083155108523028,0.215966119640021,0.132811011116993,2.49113144371866,13.6363888309634,0.962901176739729,0.738546960463684,0.0152673372154579,0.14919217323046,0.121152447884629,0.0161943319838057,0.253968253968254,1.59173387096774,0.34375,5.0078125,4.6640625,0.308269743780632,male
220,0.163194494452727,0.0674509393139967,0.188192032686415,0.102962206332993,0.212502553626149,0.109540347293156,2.27888238312129,9.28799550820564,0.927514705944581,0.554522453904195,0.211930541368744,0.163194494452727,0.10315571749483,0.0321931589537223,0.25,0.409855769230769,0.0078125,0.5859375,0.578125,0.264127764127764,male
230,0.124882635428275,0.0778078329989041,0.113887640449438,0.0688988764044944,0.201033707865169,0.132134831460674,3.99039020617243,24.3606960055793,0.927986556832646,0.6173855274558,0,0.124882635428275,0.11625089636826,0.0174102285092492,0.258064516129032,0.1494140625,0.0078125,0.734375,0.7265625,0.19815668202765,male
240,0.122217801281866,0.0796971275764768,0.110030321406913,0.0563735597331716,0.205967252880534,0.149593693147362,2.58715718503796,16.4972115617598,0.963365049920826,0.745817969369534,0,0.122217801281866,0.124953944554641,0.017877094972067,0.275862068965517,0.10009765625,0.0078125,0.359375,0.3515625,0.198467432950192,male
250,0.124189516821025,0.088595688302619,0.124303987960873,0.0309706546275395,0.200571858540256,0.169601203912716,28.8305722004347,883.594606566684,0.835282400943715,0.509976406386347,0,0.124189516821025,0.0840829988189787,0.0193003618817853,0.225352112676056,0.0078125,0.0078125,0.0078125,0,0,male
260,0.225582197675746,0.0460586409373503,0.241209455744915,0.226739967014843,0.250599230346344,0.0238592633315008,3.57731238527009,18.3915071700676,0.846240249506615,0.119672876853513,0.241671247938428,0.225582197675746,0.126859663454101,0.0549828178694158,0.266666666666667,0.3459375,0.2421875,1.2890625,1.046875,0.0804672290720311,male
270,0.142018090561114,0.0713828930479584,0.139774557165862,0.0942351046698873,0.202898550724638,0.10866344605475,2.46217163047938,10.4114371695658,0.94060156571109,0.61398450461636,0.017133655394525,0.142018090561114,0.108931720034315,0.0164609053497942,0.275862068965517,0.247944078947368,0.0078125,4.75,4.7421875,0.0709719934102142,male
280,0.165367601515744,0.0749772095506551,0.190579268292683,0.105960365853659,0.226432926829268,0.12047256097561,12.138918463197,328.195981787402,0.946306329126673,0.620250271806845,0,0.165367601515744,0.118108981567737,0.03125,0.262295081967213,0.523026315789474,0.0078125,3.515625,3.5078125,0.18652561247216,male
290,0.0757009859039162,0.0895986865597368,0.0293612964728313,0.00240228789323165,0.13906577693041,0.136663489037178,11.6699054552545,166.260440786725,0.812498943404502,0.411128476861399,0.000800762631077216,0.0757009859039162,0.106944050875459,0.0161943319838057,0.262295081967213,0.105872844827586,0.0078125,1.484375,1.4765625,0.119803476946334,male
300,0.198693671926771,0.0466557600599751,0.199560278490289,0.162828875045804,0.243165994869916,0.0803371198241114,1.65387118131375,6.45428840331366,0.909938646075064,0.10273157543702,0.164880908757787,0.198693671926771,0.147039823913837,0.0559440559440559,0.25,0.8181640625,0.0078125,5.5078125,5.5,0.168689738292011,male
310,0.197425728275017,0.0548293392531698,0.196186844613918,0.156415633937083,0.241830314585319,0.0854146806482364,2.33661416607218,9.98868658255022,0.894156701975247,0.178962930481155,0,0.197425728275017,0.136302006026818,0.0438356164383562,0.271186440677966,0.283967391304348,0.0078125,0.578125,0.5703125,0.305728518057285,male
320,0.153218480112319,0.0608564729953674,0.163137852246763,0.0989489718202589,0.2004569687738,0.101507996953542,4.14750577064716,23.8069279366752,0.895638538283259,0.480388647314088,0.2004569687738,0.153218480112319,0.0977494112667422,0.036101083032491,0.212765957446809,0.692894345238095,0.205078125,3.916015625,3.7109375,0.140789473684211,male
330,0.154637160518714,0.0606535729027431,0.164263803680982,0.100705521472393,0.202484662576687,0.101779141104294,3.45583905897677,16.2833796542231,0.895792433845159,0.471312252101283,0.197116564417178,0.154637160518714,0.102157537240628,0.0840336134453782,0.181818181818182,0.413876488095238,0.09765625,0.6103515625,0.5126953125,0.633583959899749,male
340,0.147733873983304,0.065073232730454,0.128972243060765,0.0964141035258815,0.198919729932483,0.102505626406602,3.42514608668657,17.8192021854582,0.913546921146429,0.531077310659546,0.0928432108027007,0.147733873983304,0.100199952426693,0.01953125,0.204081632653061,0.628773082386364,0.0439453125,3.359375,3.3154296875,0.219955817378498,male
350,0.151836487051684,0.0616707025582408,0.13715625,0.1015,0.2034375,0.1019375,3.04582348283514,14.064659090282,0.906701867899672,0.480162406002617,0.10478125,0.151836487051684,0.100367618260533,0.01953125,0.25,0.975896661931818,0.107421875,3.9599609375,3.8525390625,0.284990041644034,male
360,0.16775566316893,0.0703381924075127,0.175250198570294,0.114535345512311,0.229293089753773,0.114757744241461,1.19700327435614,4.29473426098672,0.958008000720774,0.693904620396786,0.202382843526608,0.16775566316893,0.107117011426249,0.0188679245283019,0.2,0.69828869047619,0.0390625,4.109375,4.0703125,0.0949136276391555,male
370,0.18871643142706,0.0659113060080295,0.201846153846154,0.132,0.249538461538462,0.117538461538462,1.74257722447963,7.1237764017165,0.931429882733347,0.522559672398464,0.265538461538462,0.18871643142706,0.121784101294854,0.0229555236728838,0.235294117647059,0.4575,0.125,3.6015625,3.4765625,0.126123595505618,male
380,0.191695425829813,0.0589975813083931,0.207515657620042,0.140292275574113,0.240835073068894,0.100542797494781,1.21715128699643,4.13662607852239,0.911917065498183,0.394776504587145,0.211022964509395,0.191695425829813,0.11274357532766,0.0606060606060606,0.146788990825688,1.31550480769231,0.21875,4.59375,4.375,0.346130952380952,male
390,0.201387416160281,0.059991465074414,0.223125,0.136171875,0.246640625,0.11046875,1.68702787732102,5.38992768552307,0.883654345185024,0.299670436085025,0.24390625,0.201387416160281,0.10515560599218,0.0160481444332999,0.136752136752137,0.565290178571429,0.171875,2.7734375,2.6015625,0.186879186879187,male
400,0.160362608300531,0.0785124611807481,0.163829787234043,0.105,0.230602836879433,0.125602836879433,1.28438489962281,5.05484298522183,0.970191936612752,0.773891916235202,0.217198581560284,0.160362608300531,0.114170155830914,0.0231884057971014,0.275862068965517,0.686491935483871,0.0234375,4.3515625,4.328125,0.197111913357401,male
410,0.188100333551646,0.0557353713651547,0.206027906976744,0.130493023255814,0.22946976744186,0.0989767441860465,1.53840560233368,5.14575291294524,0.914325368059899,0.398673607352311,0.222697674418605,0.188100333551646,0.108469863741134,0.0213049267643142,0.145454545454545,0.493229166666667,0.125,4.734375,4.609375,0.105201636469901,male
420,0.17645705803422,0.0777643995616963,0.204635514018692,0.121943925233645,0.245981308411215,0.12403738317757,1.82134154501444,5.60428288271136,0.930795246813965,0.627398120806034,0.242841121495327,0.17645705803422,0.116569388019306,0.0199004975124378,0.20253164556962,0.880022321428571,0.125,4.953125,4.828125,0.263629574309186,male
430,0.189611564848708,0.059549822109956,0.210297872340426,0.125702127659574,0.244255319148936,0.118553191489362,2.17417464980762,8.06748672633277,0.893659039505064,0.404759860626532,0.247234042553191,0.189611564848708,0.109506265186043,0.0287769784172662,0.16,0.885817307692308,0.1484375,4.9609375,4.8125,0.229843073593074,male
440,0.186511164867291,0.0748680240658423,0.207727975270479,0.128098918083462,0.251437403400309,0.123338485316847,1.67135249085773,6.05899622734024,0.942480479544162,0.640310785495148,0.27047913446677,0.186511164867291,0.118449277639622,0.0160804020100502,0.225352112676056,0.890190972222222,0.1875,4.46875,4.28125,0.199012451696007,male
450,0.184848296534312,0.0580347993374242,0.201025641025641,0.132820512820513,0.22974358974359,0.0969230769230769,0.844985094884071,2.70012854074415,0.920048467247611,0.452822709995545,0.215384615384615,0.184848296534312,0.117045074535991,0.0579710144927536,0.153846153846154,0.572716346153846,0.1484375,3.5703125,3.421875,0.212328767123288,male
460,0.128093693012867,0.0676900206149411,0.113769751693002,0.079849510910459,0.178871331828442,0.0990218209179834,2.10220276555198,10.1588051041311,0.965489713395149,0.757001344523677,0.110820165537998,0.128093693012867,0.110586381355147,0.0158415841584158,0.258064516129032,0.0652721774193548,0.0078125,0.1328125,0.125,0.155,male
470,0.187038222619017,0.0508319296415438,0.190920464700626,0.140625558534406,0.232457551385165,0.0918319928507596,1.62492525706958,5.75383777090904,0.910367626854918,0.148896748854543,0.136621983914209,0.187038222619017,0.118736602813262,0.0214190093708166,0.25,0.750339673913043,0.0078125,4.8203125,4.8125,0.15211038961039,male
480,0.153327066015167,0.0740621399401722,0.151170212765957,0.0893617021276596,0.219122340425532,0.129760638297872,1.22826751862997,4.50622277885569,0.96354909183806,0.714370628487325,0.219122340425532,0.153327066015167,0.127703404254037,0.0173724212812161,0.238805970149254,1.916875,0.1171875,6.1015625,5.984375,0.378827438879658,male
490,0.126679195008177,0.0802134382452158,0.12368932038835,0.0545199568500539,0.186515641855448,0.131995685005394,1.52650783653138,5.6999806040292,0.965978887621799,0.746130133582388,0.115987055016181,0.126679195008177,0.117862899244764,0.0158572844400396,0.275862068965517,0.685112847222222,0.0078125,4.5546875,4.546875,0.259616450504379,male
500,0.212619816910248,0.0498330124454601,0.226058543226685,0.163921034717495,0.256364874063989,0.0924438393464942,1.27722422441766,4.12783208005939,0.906782556712433,0.180812811402642,0.238447923757658,0.212619816910248,0.119024042212344,0.0204865556978233,0.238805970149254,0.671875,0.0078125,5.90625,5.8984375,0.124797645327447,male
510,0.153446982775851,0.0836131560439369,0.133629782833506,0.115387797311272,0.242792140641158,0.127404343329886,3.62184661400138,24.5913583358801,0.929504169000601,0.582089893740116,0,0.153446982775851,0.130283589472977,0.0187353629976581,0.266666666666667,0.238064236111111,0.0078125,4.3359375,4.328125,0.0811180396017941,male
520,0.148932668273374,0.0716973936400148,0.143202033036849,0.0933926302414231,0.203506988564168,0.110114358322745,1.82755485894046,7.77871608753831,0.96397016866267,0.724889640085969,0.0951715374841169,0.148932668273374,0.0907956303400022,0.0212765957446809,0.266666666666667,0.474537037037037,0.0078125,4.7734375,4.765625,0.153901639344262,male
530,0.133107894551095,0.0796346833072622,0.128146453089245,0.105080091533181,0.183676582761251,0.0785964912280702,24.0183426823934,686.58817747932,0.87557943120449,0.4593505214099,0,0.133107894551095,0.0908059456813085,0.0156555772994129,0.258064516129032,0.0078125,0.0078125,0.0078125,0,0,male
540,0.141017301322047,0.0876063289434443,0.139022222222222,0.0938666666666667,0.217244444444444,0.123377777777778,30.8227552437401,1022.06411967595,0.844112969195515,0.439875027373052,0,0.141017301322047,0.0716100805183796,0.015984015984016,0.219178082191781,0.0078125,0.0078125,0.0078125,0,0,male
550,0.171524781357938,0.0666523591166834,0.179106611078023,0.104562239428231,0.218796902918404,0.114234663490173,2.3558830377883,10.9891046294398,0.937555377356769,0.569748741585838,0.179773674806432,0.171524781357938,0.0854895328500398,0.0166666666666667,0.275862068965517,0.701522435897436,0.0625,4.7265625,4.6640625,0.202770609805786,male
560,0.143503898029187,0.0733339100011905,0.150425531914894,0.0863829787234043,0.197712765957447,0.111329787234043,3.58600908016407,28.3466148099422,0.96151708122716,0.734525065903092,0.0599468085106383,0.143503898029187,0.0904720135966407,0.0174482006543075,0.235294117647059,0.462015086206897,0.0078125,2.3359375,2.328125,0.203020134228188,male
570,0.136619900905995,0.0901570605176864,0.126277712952159,0.0498249708284714,0.225764294049008,0.175939323220537,1.12268790740991,3.8223793947426,0.961351375944993,0.704402570983424,0.00637106184364061,0.136619900905995,0.104033219402421,0.0176795580110497,0.262295081967213,0.170691287878788,0.0078125,0.6875,0.6796875,0.210344827586207,male
580,0.194226393735971,0.0653370998680877,0.203145103645461,0.137698355968549,0.258384560400286,0.120686204431737,3.68761291996442,23.8706802993746,0.902564584830776,0.41745110047817,0.258784846318799,0.194226393735971,0.126885305901094,0.0334728033472803,0.172043010752688,0.645833333333333,0.140625,6.3125,6.171875,0.0246835443037975,male
590,0.187102575043844,0.0691626643493843,0.194279661016949,0.146228813559322,0.245593220338983,0.099364406779661,1.69891295958327,6.97684128009327,0.942871863517121,0.617207386043445,0.279703389830508,0.187102575043844,0.131937847085251,0.0163265306122449,0.222222222222222,0.270733173076923,0.0078125,0.484375,0.4765625,0.239344262295082,male
600,0.169736246982977,0.0590587449949564,0.179654255319149,0.118776595744681,0.22061170212766,0.101835106382979,3.38653692316821,19.0107050069427,0.892121333192172,0.336294751456163,0,0.169736246982977,0.125937250893186,0.0184331797235023,0.275862068965517,0.140625,0.0078125,0.5546875,0.546875,0.211059907834101,male
610,0.156413665527814,0.0763290432311297,0.147649006622517,0.103841059602649,0.228079470198675,0.124238410596026,1.43386486157907,5.85460079500423,0.969736216928534,0.755511823030957,0.124701986754967,0.156413665527814,0.116346471064796,0.0219478737997257,0.192771084337349,0.21640625,0.0078125,0.625,0.6171875,0.346694796061885,male
620,0.165146872051729,0.0706951600459867,0.177700787401575,0.110456692913386,0.226425196850394,0.115968503937008,1.26026274063901,4.1101707637086,0.958910214036713,0.677621877903581,0.12192125984252,0.165146872051729,0.110622698335845,0.032258064516129,0.266666666666667,0.24453125,0.0078125,0.5234375,0.515625,0.4688995215311,male
630,0.141419399798534,0.0737492744554102,0.140325833979829,0.0834134988363072,0.208099301784329,0.124685802948022,1.50037335057357,5.68581657015238,0.967773883869262,0.748328142019488,0.104049650892164,0.141419399798534,0.107724728323217,0.0208062418725618,0.213333333333333,0.412860576923077,0.0078125,2.9921875,2.984375,0.140523560209424,male
640,0.156032242057394,0.0781288984143344,0.14353132628153,0.105484133441823,0.228966639544345,0.123482506102522,1.35053327666183,4.76779793069914,0.96007747651232,0.716881984427837,0.124393816110659,0.156032242057394,0.111527993781422,0.0178571428571429,0.25,0.656828703703704,0.0078125,5.0546875,5.046875,0.109391124871001,male
650,0.151462713566517,0.0675620608484407,0.175596107055961,0.105085158150852,0.197226277372263,0.0921411192214112,2.30337698255894,8.25887816669874,0.932010013962441,0.594162661230659,0.185133819951338,0.151462713566517,0.177769740270593,0.0183696900114811,0.262295081967213,1.41145833333333,0.0078125,6.125,6.1171875,0.277100506985564,male
660,0.161332549947524,0.0781503032171589,0.167222222222222,0.108202614379085,0.22921568627451,0.121013071895425,1.08839054910386,4.4023504710127,0.957529971663216,0.678299138357094,0,0.161332549947524,0.124321809201093,0.0213618157543391,0.253968253968254,0.500651041666667,0.0078125,4.7109375,4.703125,0.140546006066734,male
670,0.176352183478169,0.0504095272272387,0.191789594053745,0.12759291023442,0.215803316180675,0.088210405946255,1.60428025036002,5.82920022473984,0.917414449245839,0.229564025683866,0.198993710691824,0.176352183478169,0.117233397757103,0.0179372197309417,0.25,0.68851902173913,0.0078125,5.6796875,5.671875,0.121487603305785,male
680,0.156240401651651,0.0637870483256134,0.172761310452418,0.0958814352574103,0.194602184087363,0.0987207488299532,2.93127734530267,13.6081398321396,0.888508625486886,0.377500990031374,0.0919500780031201,0.156240401651651,0.098262723616204,0.0427350427350427,0.217391304347826,0.425914417613636,0.029296875,0.791015625,0.76171875,0.854700854700855,male
690,0.153085133034017,0.0670940405568626,0.159739201303993,0.0917359413202934,0.188948655256724,0.0972127139364303,3.51928416877673,19.2166225438681,0.89287816119636,0.409349007798945,0.0901385493072535,0.153085133034017,0.0922675469780167,0.0465116279069767,0.185185185185185,0.313895089285714,0.0927734375,0.80078125,0.7080078125,0.548965517241379,male
700,0.154292082480072,0.0593072363192182,0.157556270096463,0.0990353697749196,0.200546623794212,0.101511254019293,3.54832345222027,18.1834053273398,0.8923885265235,0.426589787445594,0.101511254019293,0.154292082480072,0.0984899979063445,0.0458715596330275,0.105263157894737,0.525483630952381,0.09765625,1.0400390625,0.9423828125,0.728497409326425,male
710,0.155263814583009,0.0629078723034724,0.151832635983264,0.101221757322176,0.208535564853556,0.107313807531381,3.29901137077501,17.4238648228077,0.905249436917639,0.444301490448939,0.105205020920502,0.155263814583009,0.0971317128787884,0.0469483568075117,0.114942528735632,0.439453125,0.0927734375,0.8349609375,0.7421875,0.685595567867036,male
720,0.155586912569314,0.060044654275857,0.161151079136691,0.101167066346922,0.206810551558753,0.105643485211831,2.45880644930912,9.9400058044344,0.905334441202764,0.42937442766349,0.102509992006395,0.155586912569314,0.100835322337161,0.0408163265306122,0.227272727272727,0.373651413690476,0.1025390625,0.83984375,0.7373046875,0.469205298013245,male
730,0.158040661775569,0.0719372529099827,0.148132780082988,0.108630705394191,0.22597510373444,0.117344398340249,1.5160328300209,5.4436557460529,0.957729834408147,0.736561642485046,0.113858921161826,0.158040661775569,0.0948284053547179,0.0272108843537415,0.141592920353982,0.525568181818182,0.046875,4.2890625,4.2421875,0.212523020257827,male
740,0.157276533659177,0.0622670386071284,0.172053872053872,0.0994612794612795,0.200808080808081,0.101346801346801,1.71603995579832,5.88554838642205,0.933378039005348,0.608263588339007,0.0975757575757576,0.157276533659177,0.0882465984746555,0.0185185185185185,0.131147540983607,0.177604166666667,0.09375,0.28125,0.1875,0.273809523809524,male
750,0.165454626173474,0.0575182811505565,0.175461200585652,0.110073206442167,0.207437774524158,0.0973645680819912,1.29959661108033,4.75310212912154,0.938387449202184,0.475869686613242,0.0912152269399707,0.165454626173474,0.0936565768354038,0.0175054704595186,0.235294117647059,0.707981418918919,0.09375,6.5234375,6.4296875,0.100951802349129,male
760,0.171958806992102,0.058045296614113,0.179304812834225,0.116042780748663,0.217860962566845,0.101818181818182,2.074881526119,9.85541264540866,0.93005850289595,0.477425903636134,0.213368983957219,0.171958806992102,0.095896396303986,0.0358744394618834,0.225352112676056,0.68984375,0.1015625,3.671875,3.5703125,0.174248531613498,male
770,0.171168597071139,0.0581548992581647,0.185612903225806,0.111096774193548,0.218129032258065,0.107032258064516,1.520067194707,5.41703817264807,0.925691716238133,0.441864107158023,0.217677419354839,0.171168597071139,0.0904588467152957,0.0161127895266868,0.246153846153846,0.921401515151515,0.09375,6.484375,6.390625,0.211491442542787,male
780,0.16484856797824,0.058071906922429,0.1788,0.1034,0.2054,0.102,1.74830253537319,6.57906088581157,0.925695580079685,0.412915476497209,0.1796,0.16484856797824,0.0928662238463288,0.0167539267015707,0.166666666666667,0.301432291666667,0.0390625,3.6484375,3.609375,0.0812961548255666,male
790,0.164942112269189,0.0579501863303629,0.170754877014419,0.111145038167939,0.209228159457167,0.0980831212892282,0.992801211253764,3.5561033699964,0.941825893690339,0.515561765596753,0.10069550466497,0.164942112269189,0.0980310258101985,0.0164948453608247,0.242424242424242,0.433971774193548,0.046875,3.5078125,3.4609375,0.172460496613996,male
800,0.161859039432101,0.0638076532613547,0.170709078860172,0.110033134526176,0.216726308813784,0.106693174287608,1.59564756791528,5.70279669311742,0.947075537619299,0.631759223551687,0.0940755467196819,0.161859039432101,0.0963956875447755,0.0227272727272727,0.210526315789474,0.5451171875,0.0390625,3.7890625,3.75,0.215277777777778,male
810,0.182516929922666,0.0601630608865736,0.184044943820225,0.130168539325843,0.23752808988764,0.107359550561798,1.00236228860561,4.07084237565214,0.932693373758308,0.400687879731483,0.181292134831461,0.182516929922666,0.115764906783767,0.0471976401179941,0.275862068965517,0.704963235294118,0.0234375,3.75,3.7265625,0.129979035639413,male
820,0.190270482243448,0.0609602467040702,0.194973821989529,0.133403141361257,0.243839441535777,0.11043630017452,0.807525863448085,2.96350536358825,0.931159988850115,0.435852363043887,0.182268760907504,0.190270482243448,0.12962362954261,0.0469667318982388,0.272727272727273,1.01677389705882,0.0234375,6.84375,6.8203125,0.0910016545755377,male
830,0.170723427963211,0.0624302056867108,0.174641288433382,0.116837481698389,0.216046852122987,0.0992093704245973,1.13876429583484,4.26738730170244,0.940813213347454,0.535214640017824,0.195959004392387,0.170723427963211,0.12262128782156,0.0506863780359028,0.275862068965517,1.14423076923077,0.0234375,7.7578125,7.734375,0.0904634581105169,male
840,0.17234934624112,0.064658574470463,0.187145299145299,0.105299145299145,0.209641025641026,0.10434188034188,1.80104639304496,5.72480039797433,0.919737054466687,0.52976072733864,0.0952478632478632,0.17234934624112,0.121944563826663,0.0469667318982388,0.275862068965517,1.34794207317073,0.0234375,6.984375,6.9609375,0.132951132951133,male
850,0.17825433623085,0.0537523476321007,0.190418760469012,0.117252931323283,0.219028475711893,0.10177554438861,1.91280870483597,6.83477000225122,0.891691278837862,0.296862552929328,0.189949748743719,0.17825433623085,0.114361130271618,0.047244094488189,0.277456647398844,1.10422585227273,0.0234375,5.671875,5.6484375,0.110748863860897,male
860,0.167731743845343,0.0662247826771547,0.171886120996441,0.112597864768683,0.225195729537367,0.112597864768683,0.82298146876995,3.10328242702249,0.953210082694258,0.634647974239681,0.173380782918149,0.167731743845343,0.126106862901397,0.0480961923847695,0.27906976744186,0.813616071428571,0.0234375,6.0234375,6,0.123383620689655,male
870,0.19702715599361,0.0601461633955596,0.217823529411765,0.133,0.253235294117647,0.120235294117647,2.53950757578976,10.4958264454744,0.885384074806307,0.320608285130706,0.253647058823529,0.19702715599361,0.132534513300611,0.0474777448071217,0.274285714285714,1.23570478723404,0.0234375,8.2734375,8.25,0.137680155210643,male
